frame,id,world_x,world_y,speed_kmh
1,1,182.1174160445317,3.0688352858461627,0
1,2,207.43377534188846,0.4631359843696271,0
1,3,192.1085399449058,0.48893572311913747,0
1,4,203.6190051241837,-3.0766270295491918,0
1,5,140.2600657260054,6.778257080656336,0
1,6,172.7604334928773,0.48374010625704844,0
1,7,163.29508281945255,6.905108296182628,0
1,8,158.68230512772257,0.7293668580855444,0
1,9,135.26711159082876,0.9657141486904829,0
2,1,182.50471378634737,3.0808418605951484,34.87354239372664
2,2,207.7745518379274,0.4405043189210876,30.73744591734491
2,3,192.47806781557728,0.4916363382543894,33.2583965075489
2,4,203.6742163240752,-3.078814685036466,4.972907166126247
2,5,140.48682628661044,6.613283123234065,25.23802178529807
2,6,173.24441236176443,0.48548681049611414,43.55838187639955
2,7,162.49645408699575,6.921764942610583,71.89221723541228
2,8,158.70526499807454,0.7278402062231982,2.070951262379885
2,9,136.72602827274247,0.9611123315853207,131.30315456242025
3,1,182.91487069254302,3.094079181372833,35.9034418925181
3,2,208.210162370886,0.40429211897501843,35.03881233811008
3,3,192.8482898070242,0.4776221030382254,33.301119604438654
3,4,203.694730121583,-3.0878740522801964,3.4955860058269668
3,5,140.595656958686,6.578403049160335,17.76177161743558
3,6,173.75687317668624,0.4886997219746683,44.840380835985826
3,7,162.4224577614042,6.8090416930201325,42.01393558281894
3,8,159.44172861900705,0.7271636071999843,34.176352559163796
3,9,137.03916948942677,0.9586020511583857,79.74338480423748
4,1,183.3109048170058,3.085737549189464,35.81928685604229
4,2,208.68085510606738,0.3882387172498322,37.4882006308664
4,3,193.24255982708033,0.47796032141308475,34.0288513566723
4,4,203.76365532331488,-3.096035426067541,4.4125919841347105
4,5,139.1686992450048,6.676172057428222,54.75027552283376
4,6,173.86802424358982,0.491265462776224,33.229007501811196
4,7,161.59885762232545,6.803346939409592,52.717885196391194
4,8,159.5685454209427,0.7652942169378629,26.756992291900062
4,9,136.96187884206134,0.9626914705374418,55.48421923373177
5,1,183.73592324191443,3.092179750326337,36.42847817293703
5,2,209.1554822807789,0.35704439940122323,38.81830191447652
5,3,193.6300530315143,0.4649552033263332,34.245144637069956
5,4,203.81224067762128,-3.096811796895725,4.4027540189935115
5,5,138.80317434121454,6.637235705893627,49.333545503638256
5,6,174.28094294105824,0.4932664330013524,34.21253540481013
5,7,160.58072767684988,6.9268841414743765,62.614355389410264
5,8,160.25392717781006,0.7777531283503606,35.491381425079645
5,9,136.9540982921484,0.9626080329711753,41.78823686424922
6,1,184.152571992535,3.077464050125095,37.09053479199753
6,2,209.59348210107663,0.3490270329362317,40.990587234513896
6,3,194.02170905519907,0.46325553445399437,34.74288902325769
6,4,203.8194405885093,-3.1013569740960727,3.3511043261525395
6,5,137.4687115750541,6.707947250856932,73.09157557587946
6,6,174.78408603185412,0.47025092222507614,34.65549739411999
6,7,160.3385856429874,6.858561748628119,50.302218534971594
6,8,160.49930219130778,0.7808226805146685,40.49501338482077
6,9,138.21672861054023,0.9129384110681819,37.39360342498579
7,1,184.52366077912149,3.0600710125820254,36.21586329825794
7,2,210.06435771937797,0.3153594125629218,41.77729083614099
7,3,194.3904846675376,0.46639473045236923,34.704680246550595
7,4,203.83452430602898,-3.1063836899500585,3.2042714208598886
7,5,137.00544605690862,6.674883291501776,80.97018367716933
7,6,175.25645927311635,0.4413514203102367,33.773172399189136
7,7,159.46282165024093,6.914995108107561,67.01386323953089
7,8,160.50345666319134,0.7837229095554031,24.038574596675637
7,9,137.21728044645334,1.0376266884815342,53.00960985117713
8,1,184.68046998021126,3.073664453909057,30.84455814851183
8,2,210.39368277835828,0.330543461902222,38.598232127956905
8,3,194.88606325970125,0.46973725316203074,36.98437347511158
8,4,203.85657584565664,-3.1112587332724377,2.1507601324767123
8,5,137.08191733140995,6.581919379616656,51.496800728046075
8,6,175.77800508633408,0.43117356033482157,43.00862223767655
8,7,159.28040885699525,6.868729295424675,52.71666083647828
8,8,161.1516718437182,0.7478277010549114,35.66619287828178
8,9,136.95906442108827,1.0769429054501565,57.14495868116503
